timestamp,prolific_id,lesson,1,2,3,4,3r,4r,5,6,7,8,9,10,11,12,13,13r,14,15,15r,16,17,18,18r,19,20,21,22,23,24,25,enjoyment,competence,effort,value,open_feedback1,open_feedback2
6/5/2025 23:01:25,65537e14439274fe5036b4d2,2,4,4,4,4,3,3,4,4,4,4,4,5,4,4,2,5,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3.71,4.33,3.80,3.86,Researching yourself is time consuming in a way that talking with the AI wasnt.  It is fine but feel out dated,no
6/3/2025 20:36:45,663127d07fb81f5532bcfdad,2,6,5,2,2,5,5,5,5,5,5,4,5,5,5,1,6,5,2,5,5,5,5,2,5,5,5,7,5,5,5,5.14,5.00,4.40,5.29,NO,NO
6/4/2025 3:00:23,6658b838fa019e8f175c7bf4,2,5,5,4,3,3,4,4,4,2,4,3,4,3,3,4,3,5,3,4,5,4,3,4,5,6,6,5,6,5,5,3.86,3.33,4.40,5.43,I think the system was fine but it seemed to have reset every time the chat bot produced an argument. This meant I could have a basically un-ending argument.,Nothing further.
6/4/2025 18:19:46,66620b15d94e5cb49f62db0b,2,7,7,7,1,0,6,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,0,7,7,7,7,7,7,7,5.86,5.83,4.20,7.00,great,nil
6/5/2025 23:33:30,669fb915167d6c4b8e71dbfb,2,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,4,3,7,4,7,7,6.71,6.83,6.60,5.57,,
6/5/2025 22:01:18,66abb1aea71eb1802eac060f,2,4,4,4,3,3,4,4,4,2,2,2,3,3,2,6,1,5,3,4,4,5,3,4,5,6,6,5,6,6,6,3.57,2.17,4.40,5.71,,
6/4/2025 2:31:07,66b91ee649636fce844ef133,2,4,4,3,3,4,4,4,4,4,5,4,5,5,5,2,5,7,1,6,7,7,1,6,5,5,5,4,5,5,5,4.00,4.83,6.60,4.86,It was okay.  The information didn't resonate with me as much as the others have so far.  It was still informative though.,no
6/5/2025 22:08:05,66fc401d58e0c0bccac3ad1c,2,6,6,1,1,6,6,6,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.29,6.83,6.60,7.00,"I think it was very informative and easy to complete.




",No
6/4/2025 3:32:03,671139a20b977d78ec2ac1e0,2,5,6,1,1,6,6,7,6,6,5,4,5,5,3,3,4,5,1,6,7,6,7,0,5,7,7,7,7,6,7,6.00,4.33,4.80,6.57,I used to think protecting nature was the way out little did I think of the economy or it effect.,no
6/4/2025 18:00:37,674d7a89f564e8bbe0a7af1c,2,7,3,1,1,6,6,7,6,6,7,6,7,7,6,2,5,6,2,5,6,7,1,6,6,6,5,6,5,6,7,5.86,6.33,6.00,5.86,no,no
6/5/2025 21:31:09,67a7cee40b175c5c1991bbb1,2,7,6,1,1,6,6,7,6,6,5,7,5,7,6,1,6,7,1,6,7,7,1,6,7,7,5,7,7,7,7,6.29,6.00,6.60,6.71,"The system was clear and easy to use. It presented both sides of the issue in a balanced way, which helped me think more critically about the topic.",
6/4/2025 2:33:41,67a8dd65c1561d80783d7931,2,6,6,2,2,5,5,6,6,6,6,6,6,6,6,2,5,6,2,5,6,6,2,5,6,6,6,6,6,6,6,5.71,5.83,5.60,6.00,Everything went well,No
6/4/2025 18:22:47,67d390ad6655208f29df0d42,2,6,6,2,2,5,5,5,6,6,5,5,6,5,3,4,3,5,6,1,5,6,2,5,5,5,5,4,6,6,6,5.57,4.50,4.40,5.29,no,no
6/4/2025 18:20:30,6825b73a1e65510b29430c2b,2,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,It's an interesting topic to talk about.,
6/4/2025 18:11:45,68290276545487fcb5250cd4,2,7,6,1,1,6,6,7,6,5,6,6,7,7,6,1,6,6,1,6,6,6,1,6,7,7,7,7,7,7,7,6.14,6.33,6.00,7.00,The chatbot made the Lesson 2 system incredibly interesting. There was a genuine back-and-forth feel to the argument with Forty.,The chatbot's interactive feature is a fantastic idea.
6/5/2025 21:52:53,682cd328bd53185cbbb59840,2,6,7,2,2,5,5,7,7,6,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,6,7,6.14,6.83,6.60,6.86,The system was easy to use.,
6/3/2025 21:17:02,682ce55890f2f8f19e33469a,2,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,"It accurately summarized the critical arguments against environmental protection, which is exactly what I needed.",N/A
6/5/2025 21:39:57,682f47a03095562bd581bd06,2,6,7,2,2,5,5,6,7,6,6,7,7,7,7,1,6,7,2,5,6,6,1,6,6,6,7,7,6,7,7,6.00,6.67,6.00,6.57,No,No
6/5/2025 21:59:32,682f47a03095562bd581bd06,2,6,6,2,2,5,5,7,7,6,5,7,6,7,6,3,4,7,1,6,7,6,2,5,6,6,7,6,6,7,7,6.00,5.83,6.20,6.43,No,No
6/5/2025 22:50:30,682f83449466b61910a2684d,2,7,7,7,1,0,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,7,0,7,7,7,7,7,7,7,5.86,6.83,5.40,7.00,It really challenged my previous understanding.,Thank you for the notable and effective experience.
6/18/2025 15:09:48,67d339b88129b9e57d6018f6,2,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,None,none
6/18/2025 15:28:09,682e4e90fa985e55c92c8c2c,2,7,7,1,1,6,6,7,7,7,7,7,7,7,6,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.67,6.60,7.00,The information was educative and of value,Thank you
6/18/2025 15:42:46,66d6376eb15526056851d558,2,6,6,2,2,5,5,6,5,4,6,5,6,7,6,1,6,5,2,5,6,6,2,5,6,6,6,6,6,6,6,5.29,6.00,5.40,6.00,"I only had to read an article, which didn't require a lot of effort! However I did give it my attention, and thought about how I felt about it as I was reading it. I didn't agree with all of the points and think there's a stronger argument for the opposing side that we weren't shown.",
6/18/2025 15:43:22,6830835595aaec2b12d334db,2,7,7,1,1,6,6,7,7,6,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.57,6.83,6.60,7.00,It all went well. No problems encountered.,The study was very informative.
6/18/2025 15:56:16,6827250f5a993078e5866e46,2,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,It was fun engaging Forty during this task.,
6/18/2025 16:01:50,6838e28aea059b7c0f7e2856,1,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,"The system itself is built to be dynamic and conversational quick on its feet, but also grounded in evidence. What stood out in our exchange was your ability to challenge assumptions while still being open to counterpoints",I enjoyed doing it
6/18/2025 16:10:12,672e22142aab65aaeec4135f,2,7,7,2,1,5,6,6,6,7,7,6,6,6,6,1,6,6,1,6,6,7,1,6,7,7,7,7,7,6,7,6.29,6.17,6.20,6.86,,
6/18/2025 16:25:29,63d7c195a5fb49d5a97bf7d5,2,4,4,4,2,3,5,5,4,2,4,4,4,5,4,2,5,5,2,5,5,5,2,5,5,5,5,4,5,5,6,3.86,4.33,5.00,5.00,Everything was good and clear to understand.,No
6/18/2025 16:27:07,67dd4262a42caa45036e811a,2,7,7,1,1,6,6,6,6,5,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.14,6.83,6.60,7.00,It was a really smooth chat platform.,NIL
6/18/2025 16:38:30,67d26cafd23cded4011396a0,2,6,6,3,5,4,2,6,6,5,6,6,5,5,5,6,1,5,2,5,6,5,6,1,5,4,4,6,4,5,6,5.00,4.67,4.40,4.86,It was easy to use and made me think. I liked how it asked good questions.,Nice
6/18/2025 16:54:42,663abe859bcc3ea8ef9bbdf3,2,7,7,1,1,6,6,7,7,6,6,5,7,7,6,1,6,7,7,0,7,7,7,0,7,7,7,7,7,7,7,6.57,6.17,4.20,7.00,"yes,  I had feeling towards them wanting to regulate which community benefit versus which do not.",none
6/18/2025 16:57:35,67e6b4c78b8b457f3bc6a866,2,7,7,1,1,6,6,7,6,7,6,6,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.57,6.50,6.60,7.00,it is a positive system that is used to combat misinformation,it a positive system
6/18/2025 17:11:28,62ebd3cd785939570957fe59,2,7,7,1,1,6,6,7,7,6,6,6,7,7,7,1,6,7,1,6,7,7,1,6,6,6,6,7,6,6,6,6.57,6.50,6.60,6.14,,
6/18/2025 17:16:52,66c23cc4a330eb2fec13fc2a,2,6,6,2,1,5,6,7,6,5,5,6,6,7,5,1,6,7,2,5,6,6,1,6,4,6,6,4,5,6,6,5.86,5.83,6.00,5.29,"it was easy to use and made me think more about stuff i didn’t really consider before. reading both sides of the argument helped me see why some ppl think binge drinking isn’t a big deal, but also why it still has risks. overall felt kinda eye opening",no
6/18/2025 17:39:37,67e41e22f1276be3fc922e8e,2,7,7,1,1,6,6,6,6,6,6,4,6,6,6,1,6,5,1,6,7,6,1,6,6,5,5,7,6,6,7,6.29,5.67,6.00,6.00,The system is effective,study was fun
6/18/2025 18:31:37,669284eabea5b8c9655927da,2,7,7,1,1,6,6,7,7,7,7,7,7,6,5,1,6,6,1,6,7,7,1,6,7,6,7,7,6,7,7,6.71,6.33,6.40,6.71,I learned a lot. Protecting the environment can be stressed enough. I grew up in michigan around the great lakes they preach to always take care of nature all the time.,
6/19/2025 15:54:15,6123c6bc3055eec90f7dbabb,2,3,3,5,4,2,3,4,3,2,4,4,5,5,4,3,4,4,5,2,3,4,4,3,5,6,6,6,5,6,6,2.86,4.33,3.20,5.71,i had no problems with the system and thought it was easy to type my response.,no
6/19/2025 15:54:20,6830a65545c6acade46a1d0a,2,5,5,6,2,1,5,5,6,6,6,6,6,6,6,6,1,6,2,5,5,5,5,2,5,5,6,6,5,5,5,4.71,5.17,4.60,5.29,it was educating,interesting
6/19/2025 15:56:07,664070b4d08d92e1c904a1e8,2,4,3,6,3,1,4,4,3,1,7,5,6,7,7,1,6,7,7,0,7,6,2,5,5,6,6,4,6,5,5,2.86,6.33,5.00,5.29,I thought this system was easy to use. I am now used to this system and able to use how I feel and apply it to the scales very effectively.,No further comments.
6/19/2025 16:11:13,67e6bca1b98c613179d9c73e,2,7,7,1,1,6,6,6,7,6,7,7,6,6,7,1,6,7,1,6,7,7,1,6,7,7,6,7,6,7,7,6.43,6.50,6.60,6.71,I learnt and gave my idea on environmental protection service.,the study has been enjoyable and of important fun.
6/19/2025 16:12:58,67eee9e1498801a1f32dc1dd,2,7,7,1,1,6,6,7,7,6,6,6,6,6,6,1,6,7,1,6,7,6,1,6,7,7,7,7,7,7,7,6.57,6.00,6.40,7.00,The system was easy tpo navigate,None
6/19/2025 16:19:00,60643e9b1b2e851ff9238862,2,5,3,5,5,2,2,3,3,3,4,5,5,4,3,1,6,3,5,2,3,5,6,1,5,6,6,4,6,5,6,3.00,4.50,2.80,5.43,This was simply reading an article that highlighted some of the drawbacks and structural inequities associated with traditional ecological protection policies. It was not intellectually challenging or particularly taxing.,No additional comments.
6/19/2025 16:24:21,67edb9ee77a87b53846a8aa8,2,7,7,1,1,6,6,7,7,6,7,7,7,7,7,2,5,7,1,6,5,7,1,6,7,7,7,7,7,7,7,6.57,6.67,6.20,7.00,It was exceptional,N/A
6/19/2025 16:24:56,67d7598ad9aacf9073ca130d,2,5,5,1,1,6,6,7,5,5,5,3,6,5,5,1,6,6,1,6,6,5,1,6,7,6,6,7,6,6,6,5.57,5.00,5.80,6.29,,
6/19/2025 16:25:17,678f0bb28ec3307e4f1afb78,2,6,6,2,2,5,5,6,6,5,6,6,6,6,6,6,1,6,2,5,6,6,2,5,6,6,6,6,6,6,6,5.57,5.17,5.60,6.00,no,no
6/19/2025 16:26:00,683cccb8b33df566dc27c902,2,7,7,3,1,4,6,1,5,5,5,6,3,3,4,1,6,5,1,6,7,6,1,6,5,5,6,5,4,5,6,5.00,4.50,6.00,5.14,,
6/19/2025 16:55:00,671d553e0d035028da7d29a1,2,7,7,1,1,6,6,7,7,6,7,7,7,7,7,1,6,2,5,2,2,7,6,1,7,7,7,7,7,7,7,6.57,6.83,2.80,7.00,I don't like that step 2 was skipped - it made me feel like I did something wrong or I was missing out on an important aspect of the task.,
6/19/2025 17:14:40,6746c680672c3ab45f25efb7,2,7,6,1,1,6,6,7,6,3,7,7,7,6,7,1,6,7,1,6,7,7,1,6,7,6,7,7,7,7,7,5.86,6.67,6.60,6.86,I had fun talking to the AI and although it asked good questions I still didn't agree with the argument. I felt passionate about my own stance.,none.
6/19/2025 17:22:48,67529d0aecb73bfe140d521f,2,5,5,2,2,5,5,5,5,4,5,5,5,5,5,2,5,6,2,5,5,5,2,5,5,5,5,5,5,5,5,4.86,5.00,5.20,5.00,I found it easy and swift to navigate through it,
6/19/2025 17:24:05,5c5cad3e4ee81200018eafe2,2,7,5,1,1,6,6,7,6,6,5,4,5,6,5,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.14,5.17,6.60,7.00,Very interesting to read the other viewpoint but it hasn't convinced me fully by that argument.,
6/19/2025 17:45:25,67cb38c1c0710f1202158007,2,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,The system was easy to follow and thought-provoking. It encouraged me to think more critically about environmental topics and introduced new viewpoints in a way that felt both supportive and stimulating.,"I appreciate you creating this experience. It was thought-provoking and educational. If at all possible, include a succinct synopsis at the conclusion to help bring everything together."
6/18/2025 15:30:19,682669894da614d118d7a68e,2,5,6,4,5,3,2,3,4,3,4,5,5,6,5,5,2,6,6,1,6,5,1,6,6,6,3,5,5,3,6,3.71,4.50,4.80,4.86,I enjoyed the exercise,
6/4/2025 17:44:33,674d7a89f564e8bbe0a7af1c,2,7,6,1,1,6,6,7,6,5,7,6,7,7,6,2,5,7,1,6,6,7,1,6,7,2,1,6,6,7,6,6.14,6.33,6.40,5.00,no,no
6/5/2025 21:30:59,682f47a03095562bd581bd06,2,7,6,2,2,5,5,7,6,7,6,6,6,6,7,6,1,7,3,4,7,6,2,5,6,2,6,6,6,5,6,6.14,5.33,5.80,5.29,No,No
6/5/2025 21:13:30,5640c3ff074be600115e9e40,0,2,2,6,4,1,3,3,2,2,6,4,4,6,4,2,5,4,4,3,4,6,5,2,4,4,4,4,4,4,4,2.14,4.83,3.80,4.00,No notable feelings,"It said lesson one, but was prefilled (said don't edit) as lesson 0"
6/5/2025 21:23:20,5640c3ff074be600115e9e40,1,2,2,5,4,2,3,2,2,2,7,4,6,6,6,1,6,2,4,3,4,5,5,2,4,5,5,4,2,4,4,2.14,5.83,3.20,4.00,"I'm not sure what 'system' you're referring to. The rating system? It seems pretty standard to me, so no notable experiences or feelings.",
6/5/2025 21:56:31,5640c3ff074be600115e9e40,3,2,2,5,4,2,3,2,2,2,4,4,4,4,4,3,4,5,4,3,3,3,4,3,4,4,4,3,4,3,4,2.14,4.00,3.40,3.71,"I like doing research on the internet, but this felt like a bit of a chore.","The argument you presented didn't really fit with the premise. Initially it was about brushing at least once a day, then the written argument was about brushing too close to eating, and brushing many times a day,"
6/5/2025 22:16:12,56f52b95298124000a8ef248,0,7,7,1,1,6,6,7,6,5,7,6,7,7,7,1,6,7,1,6,7,6,1,6,7,7,7,7,7,7,7,6.29,6.67,6.40,7.00,"yes , was much concerned on how excercise  helps",none
6/5/2025 22:20:04,56f52b95298124000a8ef248,0,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,yes,none
6/5/2025 22:36:06,56f52b95298124000a8ef248,1,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,"yes, educational one",none
6/5/2025 23:01:05,56f52b95298124000a8ef248,3,7,7,1,1,6,6,7,7,7,7,7,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.83,6.60,7.00,"yes, educational",none
6/5/2025 23:00:38,5b53e95f4bbe600001465c18,0,1,1,5,1,2,6,2,2,2,6,7,7,7,7,1,6,7,1,6,7,7,1,6,6,6,6,6,5,4,4,2.29,6.67,6.60,5.29,I did not experience any emotions while doing this portion.,None
6/5/2025 23:19:01,5b53e95f4bbe600001465c18,1,4,2,4,1,3,6,2,3,1,7,7,7,7,7,1,6,7,1,6,7,7,1,6,6,6,7,7,7,7,6,3.00,6.83,6.60,6.57,I thought it was interesting to read the 2 different passages because they offered opposing arguments.,N/A
6/6/2025 0:07:42,5b53e95f4bbe600001465c18,3,7,7,1,1,6,6,7,7,6,7,6,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.57,6.67,6.60,7.00,It was difficult to leave the page to find sources because the timer is designed to reset every time I left the page.,N/A
6/3/2025 20:29:39,5f9ac9de923dca223848cf19,0,5,4,3,1,4,6,5,5,4,4,4,5,5,5,2,5,6,1,6,7,7,5,2,5,6,6,6,6,6,6,4.71,4.67,5.60,5.86,I found the information interesting.,No issues
6/3/2025 20:51:25,5f9ac9de923dca223848cf19,1,5,5,2,1,5,6,5,5,4,5,4,5,5,5,2,5,6,1,6,6,7,4,3,4,5,5,4,5,4,5,5.00,4.83,5.60,4.57,The research I did was interesting. I feel I already knew a lot of the information I read but it was still an interesting topic.,No issues
6/3/2025 21:26:56,5f9ac9de923dca223848cf19,3,6,6,1,1,6,6,6,6,5,5,4,6,6,5,1,6,6,1,6,6,7,3,4,5,6,6,5,6,5,6,5.86,5.33,5.80,5.57,This was an interesting task which I enjoyed. I feel everyone should brush their teeth at least once a day.,No issues
6/5/2025 21:33:08,606721b3686a9cc96b3a93f2,0,5,5,3,2,4,5,5,5,3,6,6,6,7,6,2,5,7,1,6,7,7,1,6,6,7,7,7,7,6,7,4.57,6.00,6.60,6.71,I thought it was really easy to use and understand. I like the topic but I thought the second argument did not directly address the statement,no
6/5/2025 22:22:07,606721b3686a9cc96b3a93f2,1,5,5,2,1,5,6,6,3,3,6,3,2,2,5,6,1,7,1,6,7,7,1,6,6,7,7,7,7,6,7,4.71,3.17,6.60,6.71,I think the system was easy to use. I was frustrated because I couldn't find the right type of research needed to answer the question properly.,no
6/5/2025 23:07:34,606721b3686a9cc96b3a93f2,3,6,6,1,1,6,6,6,6,5,5,6,7,7,6,2,5,7,1,6,7,7,1,6,6,7,7,7,7,7,7,5.86,6.00,6.60,6.86,I think the system was still easy to use and the chatbot had good responses.,no
6/5/2025 21:15:42,61071fd777b179d8bc84ed3f,0,5,5,3,1,4,6,5,5,4,5,5,5,4,5,4,3,7,1,6,7,7,1,6,5,7,7,7,7,7,5,4.86,4.50,6.60,6.43,no thought it was really smooth,none
6/5/2025 21:31:23,61071fd777b179d8bc84ed3f,1,7,7,1,1,6,6,7,7,7,7,6,7,7,7,1,6,7,1,6,7,7,1,6,7,7,7,7,7,7,7,6.71,6.67,6.60,7.00,i thought it was great. really good.,no
6/5/2025 21:44:48,61071fd777b179d8bc84ed3f,3,5,4,5,1,2,6,4,1,1,7,5,7,7,7,1,6,7,1,6,7,7,1,6,5,5,5,7,5,5,5,3.29,6.50,6.60,5.29,wasnt really a system but overall easy to use,no
6/5/2025 22:27:54,6128affc7322ddbb3e16dcb3,0,5,6,4,2,3,5,3,5,4,6,5,5,7,6,1,6,7,1,6,7,7,1,6,4,6,6,5,4,5,4,4.43,5.83,6.60,4.86,The system was simple and easy to use,NA
6/5/2025 22:44:07,6128affc7322ddbb3e16dcb3,1,1,1,7,4,0,3,1,1,1,4,3,5,6,5,1,6,6,1,6,6,6,1,6,1,3,2,2,2,2,1,1.14,4.83,6.00,1.86,It was very frustrating because after every message it took me back to the top of the conversation and the chatbot would not move on to the next topic after i said continue,I asked the chatbot to continue to the next topic after 5 minutes. It did not do this and took an additional few minutes before it brought up a new conversation
6/5/2025 22:58:47,6128affc7322ddbb3e16dcb3,3,2,1,6,4,1,3,1,1,2,5,4,6,7,6,1,6,5,1,6,5,6,1,6,4,1,1,1,1,1,1,1.57,5.67,5.60,1.43,It was okay - simple and easy to use. It wasn't very fun or engaging though,NA
6/6/2025 0:15:21,63d79fcd741f9cfb2f87152f,0,6,4,2,2,5,5,5,6,3,5,4,3,5,5,2,5,7,1,6,6,6,1,6,5,6,6,6,6,6,7,4.86,4.50,6.20,6.00,"No, I don't have notable experience or feelings on this topic",None
6/6/2025 0:27:44,63d79fcd741f9cfb2f87152f,1,3,2,2,3,5,4,2,3,1,2,4,2,4,3,3,4,7,1,6,7,6,1,6,4,5,5,5,5,4,6,2.86,3.17,6.40,4.86,"No, I don't have notable experiences of feelings in the topic.",None
6/6/2025 1:02:23,63d79fcd741f9cfb2f87152f,3,6,5,1,1,6,6,7,6,3,4,4,3,5,3,3,4,7,1,6,7,6,2,5,5,5,5,5,5,5,6,5.57,3.83,6.20,5.14,I don't have any notable experiences or feelings on the topic,None
6/6/2025 5:50:51,6522a42f39b5bd8f96735aa9,1,7,7,1,1,6,6,6,7,6,7,7,5,7,6,1,6,7,1,6,6,6,1,6,7,5,5,6,6,6,7,6.43,6.33,6.20,6.00,Great experience,
6/6/2025 5:52:59,6522a42f39b5bd8f96735aa9,0,7,7,1,1,6,6,7,7,7,7,6,7,7,7,1,6,7,1,6,6,7,1,6,7,5,5,6,6,7,7,6.71,6.67,6.40,6.14,nice experience,
6/6/2025 6:13:40,6522a42f39b5bd8f96735aa9,1,7,7,1,1,6,6,7,7,7,7,6,6,7,6,1,6,5,2,5,5,6,1,6,6,5,6,6,5,6,5,6.71,6.33,5.40,5.57,,
6/6/2025 7:03:02,6522a42f39b5bd8f96735aa9,3,7,7,1,2,6,5,7,7,5,7,7,7,7,7,1,6,6,2,5,5,6,1,6,7,6,6,7,6,7,6,6.29,6.83,5.60,6.43,Interesting new facts,
6/4/2025 17:37:04,6527fa167b587d5d0588ee51,0,7,6,1,1,6,6,7,7,5,6,5,5,6,5,1,6,6,1,6,7,7,1,6,7,6,6,6,6,6,6,6.29,5.50,6.40,6.14,Easy to use.  Just need to remember to go back to fill in code at the end.,I had never heard of negative aspects of exercise so this was thought provoking and informative for me.
6/4/2025 18:15:00,6527fa167b587d5d0588ee51,1,6,6,1,1,6,6,7,6,5,5,5,6,6,6,1,6,7,1,6,7,7,1,6,4,5,5,4,5,4,5,6.00,5.67,6.60,4.57,System worked well,"Not aware of positives of binge drinking, as such.  (I don't drink alcohol)"
6/4/2025 18:53:30,6527fa167b587d5d0588ee51,3,6,6,1,1,6,6,6,6,5,6,6,6,7,6,1,6,7,1,6,7,7,1,6,7,6,6,6,6,6,6,5.86,6.17,6.60,6.14,Interesting to see a difference point of view.,I have learned a lot.
6/5/2025 22:35:32,65537e14439274fe5036b4d2,0,5,5,2,2,5,5,5,5,5,5,5,5,5,4,2,5,4,2,5,4,4,4,3,4,4,4,5,5,5,5,5.00,4.83,4.00,4.57,I thought the AI made some interesting points and gave me alot to think about.,no
6/5/2025 22:44:10,65537e14439274fe5036b4d2,1,3,3,5,5,2,2,3,3,3,4,4,4,4,4,4,3,4,4,3,2,4,4,3,4,4,4,4,4,4,4,2.71,3.83,3.20,4.00,I felt the article was poorly written and made some claims that dont stack up,no
6/5/2025 23:10:08,65537e14439274fe5036b4d2,3,4,4,5,4,2,3,3,3,3,4,4,5,5,5,2,5,3,3,4,3,4,3,4,3,4,4,4,4,4,4,3.14,4.67,3.60,3.86,It was fine.  Reading and reflecting on it.  Not the best or worst,no
6/4/2025 2:22:07,6658b838fa019e8f175c7bf4,0,6,5,3,2,4,5,6,6,6,5,4,5,5,5,3,4,5,2,5,5,4,3,4,7,6,6,6,6,6,6,5.43,4.67,4.60,6.14,I feel like the system itself is pretty interesting in design.,nothing further.
6/4/2025 2:35:26,6658b838fa019e8f175c7bf4,1,6,6,3,3,4,4,6,6,2,5,3,5,5,5,2,5,4,3,4,4,3,3,4,6,6,6,6,6,6,6,4.86,4.67,3.80,6.00,"I think the system is very sleek, going through each section of a lesson seems easy even for someone who might not be experienced with online learning.",Nothing further.
6/4/2025 3:18:36,6658b838fa019e8f175c7bf4,3,4,4,4,5,3,2,3,4,1,3,3,3,2,3,4,3,5,3,4,5,4,3,4,3,4,4,3,4,5,5,3.00,2.83,4.40,4.00,"I'm not a fan of writing essays myself, I would of liked maybe some extra formatting tools and information before hand about the arguments/essay I had to make.",Nothing further.
